hscode,Mô tả sản phẩm
79070040,.#&Tê kẽm 65/50
80030010,"Thiếc hàn dạng thanh, kích thước: 7mm*20mm*450mm/ECO SOLDER BAR M708E/(A/CASTING). Hàng mới 100% || Thiếc hàn dạng thanh, kích thước: 7mm*20mm*450mm/ECO SOLDER BAR M705E/(A/CASTING). Hàng mới 100% || NL207#&Thiếc dạng thanh, không chì SnNi0.05 (SN100CLE) ( thanh hàn ), hàng mới 100% || NL207#&Thiếc dạng thanh, không chì SnNi0.15 (SN100CLN3) ( thanh hàn ), hàng mới 100%"
80030090,".#&Thiếc hàn dạng miếng, kích thước: 8.5cm*4.5cm*0.01mm, SPECIALFO-1681 30-TP, 96.5SN 3AG 0.5CU 0.5% LV2K || .#&Thiếc hàn dạng miếng, kích thước: 8.5cm*3.0cm*0.01mm, SPECIALTO-167543-3K, 96.5SN 3AG .5CU .5% LV FLUX CTD"
81019910,".#&Que volfram đỏ WT20 2.4mmx150mm (dùng để hàn tig), hàng mới 100%"
81041100,"NL23#&Magie nguyên chất dạng thỏi, Mg INGOT 99.90%, 5020-017250"
82022000,"Lưỡi cưa vòng bằng thép dùng cho máy cắt kim loại, BAND SAW / M42 4500*20*0.9*4/6 LENOX, 5040-346500"
82023900,".#&Lưỡi cưa dạng tròn bằng thép kích thước: 605*4.0T, SAW BLADE T/S 605 (tái nhập mục hàng 1 TK 304971706930/G61) || .#&Lưỡi cưa dạng tròn bằng thép kích thước: 605*4.0T, SAW BLADE 605mm (tái nhập mục hàng 1 TK 305162659120/G61) || .#&Lưỡi cưa dạng tròn bằng thép kích thước: 605*4.0T, SAW BLADE T/S 605,  5099-004500  (tái nhập mục hàng 6 TK 305249537040/G61) || .#&Lưỡi cưa dạng tròn bằng thép kích thước: 605*4.0T, SAW BLADE T/S 605 (tạm xuất sửa chữa mục 2 TK 103438211661/E13)#&KR"
82031000,.#&Mũi te kim cương  3*6( Dũa mài hợp kim). Hàng mới 100%. Hàng mới 100% || .#&Dũa mài nhỏ ( dũa mài tay) chất liệu bằng thép. Hàng mới 100% || .#& Bộ dũa kim cương CF402#400 12c/ bộ ( dũa mài tay) chất liệu bằng thép. Hàng mới 100%
82032000,.#&Kìm nước 24'' || .#&Kìm điện 8
82041100,".#&Cờ lê lực điện tử TOHNICHI - CEM10N3X8D-G, hoạt động bằng pin 1.5V, Digital Torque Wrench_TOHNICHI / CEM10N3X8D-G, 5020-007490 || .#&Cờ lê lực điện tử KTC - DTC-N500REV, hoạt động bằng pin 1.5V, Digital Torque Wrench(KTC), 6-30N.m / DTC-N500REV, 5020-015010 || .#&Cờ lê lực điện tử TOHNICHI - CEM100N3, hoạt động bằng pin 1.5V, Digital Torque Wrench (Tonichi) 20-100N.m / CEM100N3, 5020-015020 || .#&Bộ lục giác 9 chi tiết loại không điều chỉnh được. Hàng mới 100%"
82041200,"Cờ lê bằng thép (loại điều chỉnh được), RATCHET WRENCH [SMATO] 36*41, 5020-012160 || .#&Mỏ lết 8' (200mm) || .#&Mỏ lết 10' (250mm) || .#&Mỏ lết 12' (300mm) || .#&Mỏ lết 15 (375mm) || .#&Cờ lê móc loại vặn bằng tay, điều chỉnh được , HOOK WRENCH  35~105mm, 5020-016330 || .#&Cờ lê móc loại vặn bằng tay, điều chỉnh được , HOOK WRENCH  95~165mm, 5020-016340"
82042000,".#&Đầu vặn ốc M-JT20x75 M635320 ""VESSEL"""
82052000,"Búa đòn chết chất liệu bằng thép , model KSH-800, DEAD BLOW HAMMER / KSH-800, 5040-342100 || Búa đòn chết chất liệu bằng thép , model KSH-500, DEAD BLOW HAMMER / KSH-500, 5040-236800"
82054000,".#&Tô vít 2 đầu 6*200 || .#&Tô vít cầm tay, chất liệu bằng thép, Driver 3*100, 5020-016350 || .#&Tô vít cầm tay 2 cạnh , chất liệu bằng thép, Driver 220-#2-200(-), 5020-016360 || .#&Tô vít cầm tay 4 cạnh, chất liệu bằng thép, Driver 220-#2-200(+), 5020-016370 || .#&Tuốc nơ vít 220 +1x75 (156mm) ""VESSEL"" || .#&Tuốc nơ vít 220 +2x200 (300mm) ""VESSEL"" || .#&Tuốc nơ vít 220 +3x150 125374 ""VESSEL"" || .#&Tuốc nơ vít 125362 220 -5.5X150 (231mm) ""VESSEL"""
82055900,".#&Dụng cụ cầm tay dùng để lắp ráp vòng đệm chữ E, E-RING HOLDER ETH-1.5, 5020-011800"
82060000,.#&Bộ cờ lê 14 chi tiết (8-32) || .#&Bộ cờ lê 14 chi tiết (8-24)
82072000,"Khuôn bằng thép dùng cho máy đùn nhôm, model: 12-SJG-356, kích thước: phi 580 X 128T, MOLD / 12-SJG-356(BN-SJ04-F-2212-0004) 2, M099-044300 Hàng mới 100% || .#&Khuôn thép dùng để sản xuất thiết bị thu phát sóng, (khuôn đùn kim loại) , mã tài sản H71449"
82073000,"Khuôn dập bằng thép dùng cho máy tạo hình bu-lông, DIES SET 2D3B , M099-044700 || Khuôn dập bằng thép dùng cho máy tạo hình bu-lông, (1) DIES, M099-045000 || Khuôn dập bằng thép dùng cho máy tạo hình bu-lông, (2) DIES , M099-045200 || Khuôn dập bằng thép dùng cho máy tạo hình bu-lông, P.K SET, M099-045500 || Khuôn dập bằng thép dùng cho máy tạo hình bu-lông, (1) DIES M4 L10, T8, M099-045600 || Khuôn dập bằng thép dùng cho máy tạo hình bu-lông, (2) DIES 8~11 , 12~16, M099-045700 || Khuôn dập bằng thép dùng cho máy tạo hình bu-lông, (3) DIES 8~11 / 12~16, M099-045800 || Khuôn dập bằng thép dùng cho máy tạo hình bu-lông, (4) DIES, M099-045900 || Khuôn dập bằng thép dùng máy đột dập, model: 5G SPEED DUO, số khuôn: MA63-010500, năm sản xuất: 2020, xuất xứ: Korea. Hàng đã qua sử dụng, DTU COVER, 5G SPEED DUO, SOLID, MA63-010500 || .#&Khuôn dùng để dập bản mạch điện tử, kt: 400*150 mm, mã code:KH00054-02, mã hàng:QY_PE_OPT1_DRL&PSTN_UPR_LAM_LH, chất liệu thép không gỉ, hàng mới 100% || .#&Khuôn dùng để dập bản mạch điện tử, kt: 400*150 mm, mã code:KH00055-02, mã hàng:QY_PE_OPT1_DRL&PSTN_UPR_LAM_RH, chất liệu thép không gỉ, hàng mới 100% || .#&Khuôn dùng để dập bản mạch điện tử, kt: 300*150 mm, mã code:KH00056-02, mã hàng:QY_PE_OPT1&OPT2_DRL&PSTN_LWR_LAM_LH, chất liệu thép không gỉ, hàng mới 100% || .#&Khuôn dùng để dập bản mạch điện tử, kt: 300*150 mm, mã code:KH00057-02, mã hàng:QY_PE_OPT1&OPT2_DRL&PSTN_LWR_LAM_RH, chất liệu thép không gỉ, hàng mới 100% || .#&Khuôn dập bằng thép, model: MV1, TRIMMING JIG, MV1 FRAME LCD, code: M-SJP22042 kích thước: 490*1010*440mm, năm sản xuất: 2021, xuất xứ: Korea, TRIMMING JIG, MV1 FRAME LCD, MV1, M-SJP22042"
82074000,".#&8320317 - Mũi taro EX-SC-SFT HSE STD M5 X 0.8 dùng cho máy CNC. Hàng mới 100% || .#&18127K - Mũi taro EX-SFT M10X1 OH2 dùng cho máy CNC. Hàng mới 100% || .#&8320510 - Mũi taro LT-SC-SFT HSE STD M3 X 0.5 X 100 dùng cho máy CNC. Hàng mới 100% || .#&8320513 - Mũi taro LT-SC-SFT HSE STD M4 X 0.7 X 100 dùng cho máy CNC. Hàng mới 100% || .#&8320314 - Mũi taro EX-SC-SFT HSE STD M4 X 0.7 dùng cho máy CNC. Hàng mới 100% || .#&T1600456 - Mũi taro LT-SC-SFT M4x0.7x150 OH2 1.5P dùng cho máy CNC. Hàng mới 100% || .#&11650K - Mũi taro K-OSG EX-SFT HSE OH2 M12 X 1.75 dùng cho máy CNC. Hàng mới 100% || .#&T1600516 - Mũi taro LT-SC-SFT M3x0.5x80 OH2 1.5P dùng cho máy CNC. Hàng mới 100% || .#&9325866422K - Mũi taro EX-SC-SFT HSE STD M8 X 1.25 dùng cho máy CNC. Hàng mới 100% || .#&8320320 - Mũi taro EX-SC-SFT HSE STD M6 X 1 dùng cho máy CNC. Hàng mới 100% || .#&9325075722K - Mũi taro EX-SC-SFT HSE STD M3 X 0.5 dùng cho máy CNC. Hàng mới 100% || .#&8325357 - Mũi taro A-SFT 2.5P STD M16X2 dùng cho máy CNC. Hàng mới 100% || .#&8318407 - Mũi taro VP-LT-SC-NRT 1P CPM STD NO.2 - 56 UNC X80 dùng cho máy CNC. Hàng mới 100% || .#&14018 - Mũi Taro EX-HL-SFT HSE 1B M5 X 0.8 dùng cho máy CNC. Hàng mới 100% || .#&14020 - Mũi Taro EX-HL-SFT HSE 1B M6 X 1 dùng cho máy CNC. Hàng mới 100% || .#&10743K - Mũi taro TIN-NRT RH6 B M5X0.8 dùng cho máy CNC. Hàng mới 100% || .#&14933 - Mũi taro LT-B-NRT B H STD M6 X 1 X 100 dùng cho máy CNC. Hàng mới 100% || .#&10739K - Mũi taro TIN-NRT RH6 B M4X0.7 dùng cho máy CNC. Hàng mới 100% || .#&10755K - Mũi taro TIN-NRT RH7 B M8X1.25 dùng cho máy CNC. Hàng mới 100% || .#&8317617 - Mũi taro VP-NRT B STD M12 X 1.5 dùng cho máy CNC. Hàng mới 100% || .#&8317611 - Mũi taro VP-NRT B STD M12 X 1.75 dùng cho máy CNC. Hàng mới 100% || .#&8320326 - Mũi taro EX-SC-SFT HSE STD M10 X 1.5 dùng cho máy CNC. Hàng mới 100% || .#&Mũi taro M6x1x45L, dùng để gia công kim loại trong máy CNC, hàng mới 100% || .#&TAY QUAY VOLKEL 4.9-12MM,14030 dùng để taro sản phẩm,hàng mới 100% || .#&18021 - Mũi taro EX-SFT HSE STD M2 X 0.4 dùng cho máy CNC. Hàng mới 100% || .#&T1600452 - Mũi taro LT-SC-SFT M2.6x0.45x100 OH1 1.5P dùng cho máy CNC. Hàng mới 100% || .#&14024 - Mũi Taro EX-HL-SFT HSE 1B M8 X 1.25 dùng cho máy CNC. Hàng mới 100% || .#&11653K - Mũi taro EX-SFT M12X1.5 OH2 dùng cho máy CNC. Hàng mới 100% || .#&18104K - Mũi taro EX-SFT M8X1 OH2 dùng cho máy CNC. Hàng mới 100% || .#&9326194922K - Mũi taro EX-SC-SFT HSE STD M3 X 0.5 dùng cho máy CNC. Hàng mới 100% || .#&14014 - Mũi Taro EX-HL-SFT HSE 1B M3 X 0.5 dùng cho máy CNC. Hàng mới 100% || .#&10747K - Mũi taro TIN-NRT RH7 B M6X1 dùng cho máy CNC. Hàng mới 100% || .#&13326K - Mũi taro EX-LT-SFT M5X0.8X100 OH2 dùng cho máy CNC. Hàng mới 100% || .#&10763K - Mũi taro TIN-NRT RH7 B M10X1.5 dùng cho máy CNC. Hàng mới 100% || .#&13334K - Mũi taro EX-LT-SFT M6X1X100 OH2 dùng cho máy CNC. Hàng mới 100% || .#&11705 - Mũi taro EX-SFT HSE STD M16 X 2 dùng cho máy CNC. Hàng mới 100% || .#&14923 - Mũi taro LT-B-NRT B H STD M5 X 0.8 X 100 dùng cho máy CNC. Hàng mới 100% || .#&Mũi Taro EX-LT-SFT/M6X1.0-120L. Hàng mới 100% || .#&Mũi Taro M4X0.7. Hàng mới 100% || .#&Mũi Taro EX-SFT M10X1.5 OH2 2.5P / 11621K. Hàng mới 100% || .#&Mũi Taro EX-H-SFT M5X0.8. Hàng mới 100%"
