hscode,Mô tả sản phẩm
35069900,".#&Keo PJ77,keo dán dạng xịt, 600ml/chai, hàng mới 100% || .#&KEO XỊT PJ77 || .#&Keo locite 243 || NL203#&Keo dán silicon, Weldbond S501 dùng để dán linh kiện điện tử, quy cách 50ml/PCS (trọng lượng 51gam/tuýp), NSX: WELDTONE (XIAMEN) TECHNOLOGY CO., LTD, (1PCE = 1UNA). (500 UNA = 500 PCE) || NL218#&Keo tản nhiệt  (1 hộp=5 lít), Epoxy adhesive, thành phần: filler (7429-90-5, 77%), Epoxy (61 788-97-4, 20%), Curing Agent (461 -58-5, 2%)"
37029890,"NL164#&Màng phim dùng làm bản mạch PCB, TACKWELL 155R-HD / 520MM*150M (BASE ROLL), 5040-577500 || NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 336mm x 200M. Mới 100% || NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 402mm x 200M. Mới 100% || NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 507mm x 200M. Mới 100% || NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 516mm x 200M. Mới 100% || NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 606mm x 200M. Mới 100% || NL164#&Màng phim dùng làm bản mạch PCB, PH-5637 615mm x 200M. Mới 100% || NL164#&Màng phim dùng làm bản mạch PCB, FL-5029 507mm x 200M. Mới 100% || NL164#&Màng phim dùng làm bản mạch PCB, FL-5029 606mm x 200M. Mới 100% || NL164#&Màng phim dùng làm bản mạch PCB, FL-1138S 507mm x 180M. Mới 100% || NL164#&Màng phim dùng làm bản mạch PCB, FL-1138S 606mm x 180M. Mới 100%"
37050090,"NL174#&Tấm phim dùng làm bản mạch PCB, KODAK FILM AIM7 / 20*24 IN (100EA/BOX), 5040-576800 || NL174#&Tấm phim dùng làm bản mạch PCB, KODAK FILM AIM7 / 26*32 IN (50EA/BOX), 5040-577200 || NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+NON COATING/1SET=2EA), 5040-707100 || NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+COATING/1SET=2EA), 5040-707000 || .#&Phim in 200mm x 240mm (Sản phẩm là tấm phim dùng trong bảng mạch in PCB, đã tráng, đã phơi sáng). Hàng mới 100% || NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+COATING), 5040-707000 || NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+NON COATING), 5040-707100 || NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+COATING/1SET=2EA), 5040-707000 (1 TAM = 1 EA) || NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING / 34""*56"" (4,000DPI/FILM+NON COATING/1SET=2EA), 5040-707100 (1 TAM = 1 EA) || NL174#&Tấm phim dùng làm bản mạch PCB, KT: 508mm x 609.6mm (đã tráng, đã phơi sáng) 1 TAM = 1 PCE. Hàng mới 100% || NL174#&Tấm phim dùng làm bản mạch PCB, KT: 609.6mm x 762mm ( đã tráng, đã phơi sáng) 1 TAM = 1 PCE. Hàng mới 100% || NL174#&Tấm phim dùng làm bản mạch PCB, KT: 660.4mm x 812.8mm (đã tráng, đã phơi sáng) 1 TAM = 1 PCE. Hàng mới 100% || NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING 34""*56"" (4,000DPI/FILM+NON COATING/1SET=2EA), 5040-707100 || NL174#&Tấm phim dùng làm bản mạch PCB, FILM PLOTTING 34""*56"" (4,000DPI/FILM+COATING/1SET=2EA), 5040-707000 || NL174#&Tấm phim dùng làm bản mạch PCB, 30""*24""(tấm phim có chất nhạy sáng, đã tráng, đã phơi sáng). hàng mới 100% || NL174#&Tấm phim dùng làm bản mạch PCB, 20""*24"" (tấm phim có chất nhạy sáng, đã tráng, đã phơi sáng). hàng mới 100%"
38101000,".#&GC543A_Chế phẩm làm sạch bề mặt kim loại (25 Kg/Thùng). Mã Cas: 10213-79-3, 1310-58-3, 7664-38-2, 7320-34-5, 7732-18-5.#&KXĐ || .#&GC543B _Chế phẩm làm sạch bề mặt kim loại (20Kg/Thùng). Mã Cas: 9036-19-5, 9003-11-6, 7732-18-5.#&KXĐ || .#&Hỗn hợp dung môi Topseal H-298, là chất xử lý bề mặt kim loại thành phần đi từ: Water 81.4%, Nickel acetate 12%. (Hàng mới 100%)#&VN || .#&Chế phẩm làm sạch bề mặt kim loại có chứa axit ( ANODIC RINSE TREATMENT)(Đóng gói 20KG/CAN) (Hàng mới 100%) || .#&Chế phẩm làm sạch bề mặt kim loại có thành phần chính là hợp chất sunphonat hữu cơ, các axit hữu cơ trong nước có môi trường axit, dạng lỏng (ANODIC RT-2 ) (đóng gói 20L/CAN). Hàng mới 100% || .#&Chế phẩm làm sạch bề mặt kim loại có chứa axit (DIA BRIGHT #806) (30KG/CAN). (Hàng mới 100%) || .#&GB699DR_Chế phẩm làm sạch bề mặt kim loại (25 Kg/Thùng). Mã Cas: 13478-00-7, 598-62-9, 7664-38-2, 1314-13-2, 16872-11-0, 7697-37-2, 497-19-8,7732-18-5"
38109000,"Chất trợ hàn (20kg/Can) /TAMURA LEAD FREERITE EC-19S-8/ thành phần:  Isopropyl alcohol (85.%) ( mã CAS: 67-63-0). Hàng mới 100% || Kem hàn (chất gắn kim loại với  thành phần chính là thiếc kim loại và nhựa dầu)(0.5kg/lọ) /PVM115/. Hàng mới 100%. || Chất trợ hàn (20kg/Can) /TAMURA LEAD FREERITE EC-19S-8/ thành phần:  Isopropyl alcohol (85%) ( mã CAS: 67-63-0). Hàng mới 100% || NPL 58#&Kem hàn (chất gắn kim loại với  thành phần chính là thiếc kim loại và nhựa dầu) /PVM115/ || NPL 58#&Kem hàn (chất gắn kim loại với  thành phần chính là thiếc kim loại và nhựa dầu) /OM385SM (500GR)/ || NL160#&Chất khử xỉ nhôm dùng để loại bỏ tạp chất trong quá trình nấu nhôm, DEGASSING/AG-217(F), 5040-101800, TP: Common salt (7647-14-5, 40-60%), Potassium silicofluoride (16871-90-2, 0.1-5%) || NL160#&Chất khử xỉ nhôm dùng để loại bỏ tạp chất trong quá trình nấu nhôm, DEGASSING / AG-217(F)(DAG-200), TP: Common salt (7647-14-5, 40-60%), Potassium silicofluoride (16871-90-2, 0.1-5%)5040-101800"
38119090,".#&Sáp chống dính khuôn đùn nhôm DUMMY WAX PM-35 (1box = 12 hộp), DUMMY WAX / PM-35 (1BOX-12EA), DUMMY WAX PM-35, 5040-611000 || .#&Chất chống dính dùng để quét lên gáo múc nhôm nóng chảy, VIOCOAT (20kg/1 thùng) (1KG= 1 lit), VIO Coat 20Kg/Can,TP: ANATASE(13463-67-7,15%), ALUMINUM OXIDE(1344-28-1,10%) 5020-013200"
38140000,"NL193#&Dung môi dùng để pha sơn, HARDNER / SH-2 LT2 (N) (0.15KG), ZAMWK032503, ACRYLATE RESIN (29570-58-9, 35~45%), EPOXY RESIN (29690-82-2, 20~30%) || NL193#&Dung môi dùng để pha sơn, HARDNER / SH-2 LT2 (0.2KG), TP: ACRYLATE RESIN (29570-58-9, 35~45%), SOLVENT NAPHTHA (64742-94-5, 25~30%), EPOXY RESIN (29690-82-2, 20~30%) || NL193#&Dung môi dùng để pha sơn, CA-40 WT05 (Hardener), TP: Acrylic resin (85954-11-6, 55wt%), Epoxy resin (55818-57-0, 35wt%), Diethylene glycol monoethyl ether acetate (112-15-2, 15wt%) || .#&Dung môi pha sơn GUN THINNER (TP: Acetone 50-60%, Toluene 40-45%). Hàng mới 100% || NL193#&Dung môi dùng để pha sơn, HARDNER /  SFR-6B KS-F(B2-R603) 0.6KG, 4060-007900, TP: Acryl Resin (134237-52-8, 55~65%), Epoxy resin (10588-01 -9, 25~35%), Titanium Oxide (13463-67-7, 5~15%) || NL193#&Dung môi dùng để pha sơn, CA-40 MPB (Hardener), TP: Barium sulfate, natural (7727-43-7, 32.2%), Triglycidyl isocyanurate (2451-62-9, 24.6%) || NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER M1802 15 KG (hàng mới 100%) || NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER F1758 15 KG (hàng mới 100%) || NL193#&Dung môi dùng để pha sơn UTTH PUT THINNER F2762 15 KG (hàng mới 100%) || NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER F1769 15 KG (hàng mới 100%) || NL193#&Dung môi dùng để pha sơn, DYS-2000 WS-LE (Hardner, UL: DYS-2000-H-AC), TP: Barium sulfate, natural (7727-43-7, 20~30%), Diethylene glycol monoethyl ether acetate (112-15-2, 15~25%) || NL193#&Dung môi dùng để pha sơn, DYS-2000 HFDK-M (Hardner, UL: DYS-2000-H-AC), TP: Barium sulfate, natural (7727-43-7, 20~30), Diethylene glycol monoethyl ether acetate (112-15-2, 15~25%) || NL193#&Dung môi dùng để pha sơn, DYS-2000 CS-Yellow (Hardner, UL: DYS-2000-H-AC), TP: Barium sulfate, natural (7727-43-7, 30~40%), Diethylene glycol monoethyl ether acetate (15~25%) || NL193#&Dung môi dùng để pha sơn, DYS-2000 CS-Red (Hardner, UL: DYS-2000-H-AC), TP: Barium sulfate, natural (7727-43-7, 30~40%), Diethylene glycol monoethyl ether acetate (112-15-2, 15~25%) || NL193#&Dung môi dùng để pha sơn, DYS-2000 Black-G (Hardner, UL: DYS-2000-H-AC), TP: Barium sulfate, natural (7727-43-7, 30~40%), Dipropylene glycol methyl ether (34590-94-8, 1~10%) || NL193#&Dung môi dùng để pha sơn, DM-100 Yellow (Hardner), TP: 2-Ethyl-4-methylimidazole (931-36-2, 35~45%), 2-Butoxyethanol (111-76-2, 15~25%) || NL193#&Dung môi dùng để pha sơn, DM-100 White (Hardner), TP: 2-Ethyl-4-methylimidazole (931-36-2, 35~45%), 2-Butoxyethanol (111-76-2, 15~25) || NL193#&Dung môi dùng để pha sơn, DM-100 HFBlack (Hardner), TP: 2-Ethyl-4-methylimidazole (931-36-2, 35~45%), 2-Butoxyethanol (111-76-2, 15~25%) || .#&926D_ Dung môi (18Lt/15Kg/thùng). Mã Cas: 78-83-1 (20-25%), cas: 108-10-1 (10-15%), cas: 1330-20-7 (60-65%) || NL193#&Dung môi dùng để pha sơn, HARDNER, JPSR-4000 (JH-020) / 1KG, TP: Epoxy acrylate (68610-47-9, 35-45%), Barium sulfate (7727-43-7, 25-30%), Melamine (108-78-1, 5-10%) || NL193#&Dung môi dùng để pha sơn, CA-40 MPB (Hardener), PE230126001-VESSEL, TP: Barium sulfate, natural (7727-43-7, 32.2%), Triglycidyl isocyanurate (2451-62-9, 24.6%) || NL193#&Dung môi dùng để pha sơn, HARDNER, JPSR-4000 (JH-020)/1KG,TP:Epoxy acrylate (68610-47-9, 35-45%),Barium sulfate (7727-43-7, 25-30%),Diethylene glycol monoethyl ether acetate (112-15-2, 5-10%) || NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER M1802 15 KG (thành phần: Methyl benzene 19-20% CAS: 108-88-3, n-Butyl acetate 80-81% CAS: 123-86-4) , hàng mới 100% || NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER F1758 15 KG (thành phần: Methyl ethyl ketone 35-36% CAS: 78-93-3, Isopropyl alcohol 24-25% CAS: 67-63-0... ) hàng mới 100% || NL193#&Dung môi dùng để pha sơn UTTH PUT THINNER F2762 15 KG (thành phần: ISOPROPYL ACETATE 67-68% CAS: 108-21-4, Diisobutyl ketone 19-19.5% CAS: 108-83-8...), hàng mới 100% || NL193#&Dung môi dùng để pha sơn 1KTH UVP THINNER F1769 15 KG, (thành phần: Methyl ethyl ketone 65-66% CAS: 78-93-3, Methyl benzene 30-31% CAS: 108-88-3...), hàng mới 100% || .#&THINNER 170N_ Dung môi (17.5Lt/15Kg/thùng). Mã Cas:78-83-1, 1330-20-7, 64742-95-6. || .#&B-CELL (T.C)_Dung môi (15 Kg/Thùng). Mã Cas: 111-76-2. || .#&ADD#2_Dung môi (20 Kg/Thùng). Mã Cas: 1336-21-6, 1341-49-7, 7732-18-5. || NL193#&Dung môi dùng để pha sơn, CA-40 MPB (Hardener), PE230303001, TP: Barium sulfate, natural (7727-43-7, 32.2%), Triglycidyl isocyanurate (2451-62-9, 24.6%), 2-Propenoic acid (29570-58-9, 14%)"
38229090,"NPL115#&Giấy báo độ ẩm (độ ẩm vượt mức giấy sẽ bị đổi màu)/VMG0988-9500100/ || .#&Dung dịch dung môi Buffer Solution pH4, thành phần: Potassium hydrogen phthalate 1-2% và nước >98%. NSX: OCI. Hàng mới 100% (1L/chai) || .#&Giấy đo PH 1-14 (80 pce/eps). Hàng mới 100%"
38249999,"NL221#&Chế phẩm dùng để mạ bản mạch PCB, FLUX DF-600K-LF19/1DRUM:200KG/M.O.Q:2,000KG, 5020-17820A, TP: 4-Nonylphenyl-polyethylene glycol (9016-45-9, 10-20%) || .#&Chế phẩm hóa chất chứa muối acetat với nickel và natri, chất hữu cơ hoạt động bề mặt và phụ gia tan trong nước, dạng lỏng (HL-901) (20 lít/can). Hàng mới 100% || .#&Chất khử bọt (Thành phần: Silocone 7-8% CAS 7440-21-3; Glyceryl stearate 7-9% CAS 123-94-9; Emulsifier 14-15% và nước). Hàng mới 100% || .#&Chế phẩm hóa học dùng trong xi mạ VIAKING CONDUCTIVATOR 202 GS, Cas no: 7732-18-5; 7782-42-5; 1336-21-6. || PL14#&Hạt chống ẩm 10G (7200 PKG = 72 KGM), đơn giá hóa đơn 4200 VND/PKG . Hàng mới 100% || NL170#&Chất phụ gia dùng làm bản mạch PCB,  NEO AK CLEAN 100, làm sạch bề mặt đồng khi hàn bản mạch PCB, (TP chính: Cas: 7732-18-5 (76.9%), Cas: 141 -43-5: 10.2%)...), mới 100% || PL14#&Hạt chống ẩm, Activated Clay 100grs/túi. Hàng mới 100% (11.000 túi tương đương 1.100kg) || PL14#&Hạt chống ẩm, Silicagel 5grs/túi. Hàng mới 100% (160.000 túi tương đương 800kg) || .#&Dung dịch các chất hữu cơ, hóa chất ALB 400-VN, dùng trong công đoạn xử lý bề mặt kim loại , thành phần gồm: Phosphoric acid(80~90%), Sulfuric acid 10~20%. Hàng mới 100% || NL161#&Chế phẩm dùng để mạ bản mạch PCB, NEO RD-10, TP: Dimethylamine borane (Dimethylamine borane) 10% ,D. I. Water (7732-18-5) 90%, hàng mới 100% || NL161#&Chế phẩm dùng để mạ bản mạch PCB, NEO COPPER-RA, dạng lỏng,TP:Sulfuric acid (7664-93-9) 4.2%, Potassium sodium tartrate (6381-59-5) 18.7%, D.I.Water (7732-18-5) 73.9%.Private 3.2%,mới 100% || NL161#&Chế phẩm dùng để mạ bản mạch PCB, NEO COPPER-STABILIZER, dạng lỏng,TP: Sodium hydroxide (1310-73-2) 0.05%, 2-Propanol (67-63-0) 1%, DI water 96.85%, Private 2.1%, hàng mới 100% || PL14#&Hạt chống ẩm 10G (22600 PKG = 226 KGM; đơn giá HĐ: 22600 VND/PKG) . Hàng mới 100% || NL170#&Chất phụ gia dùng làm bản mạch PCB, CUPRO 900 WETTER, thành phần: ethoxylated propoxylated (ethoxylated propoxylated) 15%, D. I. Water (7732-18-5) 85%, hàng mới 100% || NL161#&Chế phẩm dùng để mạ bản mạch PCB, NEO COPPER-RB, dạng lỏng, TP:   Potassium sodium tartrate(6381-59-5) 37.4%, Sodium hydroxide(1310-73-2) 5%, DI water 53.78%,Private 3.82%, hàng mới 100% || NL170#&Chất phụ gia dùng làm bản mạch PCB, NEO AK CLEAN 100, dạng lỏng , TP:2-aminoethanol 10.2%,2-Propanol(67-63-0)1.2%,Ethylene glycol 8.2%, Polyoxyethylene alkyl ether1.5%,mới 100%"
39061090,"Hạt nhựa nguyên sinh Poly Methyl methacrylate PMMA 60N 99140, 25kg/bao, Hàng mới 100% || .#&Bột đông cứng ( Acryl Mold Powder), 2.5Kg/1 thùng,(Thành Phần:Poly(methyl methacrylate) nguyên sinh, dạng bột),PTPL số:56/TB-KD2 ngày 24/01/2022#&KR"
39069099,".#&Hóa chất Polymer A1110, hàng mới 100%#&GB"
39074000,"Hạt nhựa nguyên sinh PC/ABS IM6031 WHITE ADA78 (Polycarbonate), 25kg/bao. Hàng mới 100%. || Hạt nhựa nguyên sinh PC/ABS ST6001W-G10 SDA13 (Polycarbonate), 25kg/bao, Hàng mới 100% || Hạt nhựa nguyên sinh PC LD2050V AAH20 ( Polycarbonate), 25kg/bao, Hàng mới 100% || Hạt nhựa nguyên sinh PC/ABS ST6021W-G5 SDA28 (Polycarbonate), 25kg/bao, Hàng mới 100%"
39079990,"NL185#&Hạt nhựa nguyên sinh, PBT GRANULES, BT200-NM45D/GY21A23A"
39081090,"NL242#&Hạt nhựa Polyamide, DURETHAN BKV30FN04 901510, D.1000/25PA/AL/PE-S.HP-CP1W || NL242#&Hạt nhựa Polyamide, DURETHAN BKV30FN04, 901510, D.1000/25PA/AL/PE-S.HP-CP1W"
39089000,".#&Polyamide dạng nguyên sinh VIAKING CONDITIONER DS 280 R, cas no: 68583-79-9, mới 100%"
39140000,.#&Chất trao đổi ion làm từ polystyrene dạng nguyên sinh dùng trong xử lý nước công nghiệp TRILITE SM300 25L/bao. Hàng mới 100%
39172300,".#&Ống HDPE DN 200MM, ống cứng chất liệu bằng nhựa PVC. Hàng mới 100% || .#&Ống HDPE DN 300MM, ống cứng chất liệu bằng nhựa PVC. Hàng mới 100%"
39173111,.#&Ống nước bằng nhựa mềm D12x8mm. Hàng mới 100%
39173292,.#&Vòi xoắn pi8*5m || .#&Dây hơi pi 6 || .#&Dây hơi Pi 8
39173299,"Ống nhựa (loại mềm) dùng để bọc thanh đồng cho tủ điện,đường kính 18mm, 1 cuộn/50 mét, hàng mới 100%, HEAT SHRINKAGE TUBE, phi18,BLACK,50M ROLL, BCLDQ240001 || Ống nhựa (loại mềm) dùng để bọc thanh đồng cho tủ điện,đường kính 32mm, 1 cuộn/50 mét, hàng mới 100%, HEAT SHRINKAGE TUBE, phi32,BLACK,50M ROLL, BCLDQ240002 || Ống nhựa (loại mềm) dùng để bọc thanh đồng cho tủ điện,đường kính 50mm, 1 cuộn/30 mét, hàng mới 100%, HEAT SHRINKAGE TUBE, phi50,BLACK,30M ROLL, BCLDQ240003 || Ống nhựa (loại mềm) dùng để bọc thanh đồng cho tủ điện,đường kính 32mm, 1 cuộn/50 mét, HEAT SHRINKAGE TUBE, phi32,BLACK,50M ROLL, BCLDQ240002 || Ống nhựa (loại mềm) dùng để bọc thanh đồng cho tủ điện,đường kính 50mm, 1 cuộn/30 mét, HEAT SHRINKAGE TUBE, phi50,BLACK,30M ROLL, BCLDQ240003"
39173919,".#&Ống dẫn dầu chịu nhiệt bọc inox 1/4 inch dài 500mm, 2 đầu thẳng côn trong, chất liệu bằng nhựa, hàng mới 100% || .#&Ống dẫn dầu chịu nhiệt bọc inox 1/4 inch dài 5M, 2 đầu thẳng côn trong, chất liệu bằng nhựa, hàng mới 100%"
39174000,".#&Ống nối bằng nhựa có đầu nối 2 đầu dùng cho thiết bị đo lưu lượng khí, FITTING LS LITE , Z080-108200 || .#&Nối khí thẳng phi 12xM21 || .#&Đầu nối khí thẳng pi 12 ren 1/2(21) || .#&Đầu nối khí thẳng 8 || .#&Đầu nối khí thẳng 6-8 || .#&Đầu nối khí thẳng 6 || .#&Cút nối nhanh phi 6 M5 || .#&Cút nối nhanh phi6 ren 1/8 || .#&Cút nối chữ L p6 M5 || .#&Cút nối khí chữ L phi 6M5 || .#&Cút nối khí thẳng P6-1/8 || .#&Đầu nối khí thẳng phi 8-12 || .#&Đầu nối khí thẳng phi 10-12 || .#&Đầu nối khí thẳng phi 8-10 || .#&Nối thẳng phun u.PVC ĐK 160 PN6 (phụ kiện nối ống nước bằng nhựa) || .#&Cút 140 PVC (phụ kiện nối ống nước bằng nhựa) || .#&Ba chạc 90 độ phun PPR DN 40 Pn20 (phụ kiện nối ống nước bằng nhựa || .#&Nối góc 90 độ uPVC DN 60 PN8 (phụ kiện nối ống nước bằng nhựa) || .#&Nối góc 90 độ u.PVC ĐK 48 PN10 (phụ kiện nối ống nước bằng nhựa) || .#&Nối thẳng CB fun u.PVC ĐK 110-90 PN6 (phụ kiện nối ống nước bằng nhựa) || .#&Nối thẳng phun u.PVC ĐK 90 PN6 (phụ kiện nối ống nước bằng nhựa) || .#&Nối thẳng ren trong ĐK 60-2"" PN6 (phụ kiện nối ống nước bằng nhựa) || .#&Nối thẳng u.PVC D90 PN10 (phụ kiện nối ống nước bằng nhựa) || .#&Chia hơi 2 (phụ kiện nối ống nước bằng nhựa) || .#&Nối ren ngoài u.PVC ĐK 90x3"" PN10 (phụ kiện nối ống nước bằng nhựa) || .#&Ba chạc 90 độ fun u.PVC ĐK 110 -90 PN6 (phụ kiện nối ống nước bằng nhựa) || .#&Nối góc 90 độ fun ĐK 110 PN6 (phụ kiện nối ống nước bằng nhựa) || .#&Rắc co 60 (phụ kiện nối ống nước bằng nhựa) || .#&Si phông u.PVC (TN-3633)DN90 (phụ kiện nối ống nước bằng nhựa) || .#&Côn thu PVC D300, chất liệu bằng nhựa PVC, dùng để nối ống. Hàng mới 100% || .#&Phụ kiện kết nối ống nước, chất liệu bằng nhựa PVC. Hàng mới 100% || .#&Ống nối bằng nhựa có đầu nối 2 đầu dùng cho thiết bị đo lưu lượng khí, FITTING LS LITE , Z080-108200 (tạm xuất từ mục 24 TK 105311294540/E13)#&KR"
39181011,".#&Sàn nhựa PVC, mã 2202, kích thước 457*457*3mm, hiệu Galaxy Deco Tile. Hàng mới 100%"
39189019,"Thảm bảo vệ Jig (đặt JIG để chống xước),chất liệu polypropylen, kích thước: 0.9m*5m, /Model: NO.13 NAVY/.Hàng mới 100%-CCDC"
39191099,"Băng dính để đóng thùng carton, 60mm*100m, chất liệu nhựa OPP/EVERCEL N0.835NEV/,(Hàng mới 100%)-CCDC. || Băng dính để đóng thùng carton, 60mm*100m, chất liệu nhựa OPP/EVERCEL N0.835NEV/,(Hàng mới 100%) || Băng dính để dán thùng carton (dạng cuộn) 6cm*100m, chất liệu nhựa OPP/Hàng mới 100%-CCDC || Băng dính bảo vệ Jig (dán vào jig để chống xước)  kích thước : L x W: 91m x 1.5m. Hàng mới 100%-CCDC || Băng dính để dán thùng carton (dạng cuộn) 6cm*100m, chất liệu nhựa OPP/Hàng mới 100%"
39199010,"Băng dính 2 mặt (dạng miếng), chất liệu nhựa PVC, kích thước: 46.19mm * 3.79mm/MODEL:VMA0245-0801000/,(Hàng mới 100%) || .#&Băng dính chịu nhiệt màu xanh Green PET 0.06 mm x 20mm x 50m || .#&Băng dính chịu nhiệt màu xanh Green PET 0.06 mm x 50mm x 50m || .#&Băng dính chịu nhiệt màu xanh Green PET 0.06 mm x 12mm x 50m || .#&Băng dính chịu nhiệt màu xanh Green PET 0.06 mm x 5mm x 50m || .#&Băng dính chịu nhiệt chất liệu mềm Kapton 0.06 mm x 15mm x 33m || .#&Cuộn túi khí bằng nhựa vinyl loại 15 micron 1 lớp kích thước 200*100*300mm, AIR CAP (200*100*300mm), 5020-007780"
